"method","confounding","effect_modification","num_obs","reliability","beta_mxr","beta_ym","mean","sd","lower_pct","upper_pct","p_value","significance","bias"
"standard",0.2,0.3,100,0.75,0.204,0,0.31344010141481,0.151553631003999,-0.00801341304984217,0.570747796966547,0.0386231542603774,FALSE,0.31344010141481
"gestimation",0.2,0.3,100,0.75,0.204,0,0.190946620499668,0.60938775821368,-0.793389848087776,1.14969108095056,0.75402104166518,FALSE,0.190946620499668
"standard",0.2,0.3,100,0.75,0.204,0,0.210646041311025,0.140800506784787,-0.0480660632843668,0.483009438111049,0.134637955344924,FALSE,0.210646041311025
"gestimation",0.2,0.3,100,0.75,0.204,0,-0.114538730218891,0.419898816582328,-1.0087728138111,0.514032843656721,0.785024657634168,FALSE,-0.114538730218891
"standard",0.2,0.3,100,0.75,0.204,0,-0.00205110894915,0.134507000021732,-0.231574713091976,0.237942079688631,0.987833460419864,FALSE,-0.00205110894915
"gestimation",0.2,0.3,100,0.75,0.204,0,0.0161038690185187,0.248950185421905,-0.494619148464432,0.53499222574765,0.9484231228915,FALSE,0.0161038690185187
"standard",0.2,0.3,100,0.75,0.204,0,0.0776258828291699,0.189180552749374,-0.237061265535535,0.423437791632885,0.681566111058485,FALSE,0.0776258828291699
"gestimation",0.2,0.3,100,0.75,0.204,0,-0.318400807083194,0.593657748902664,-1.52986050502167,0.520332376968673,0.591725441146076,FALSE,-0.318400807083194
"standard",0.2,0.3,100,0.75,0.204,0,0.0955744784118042,0.168682377461432,-0.256444242765913,0.411314107235296,0.570989829010522,FALSE,0.0955744784118042
"gestimation",0.2,0.3,100,0.75,0.204,0,-0.117380887347788,0.41556068863428,-0.9720956973962,0.61606800948823,0.777587833683053,FALSE,-0.117380887347788
"standard",0.2,0.3,100,0.75,0.204,0,0.17193925854329,0.135327086268637,-0.0889862148421585,0.391080265748277,0.203890286060277,FALSE,0.17193925854329
"gestimation",0.2,0.3,100,0.75,0.204,0,-0.543315350992448,0.519197766446825,-1.78641360749212,0.329084348672368,0.295352564251816,FALSE,-0.543315350992448
"standard",0.2,0.3,100,0.75,0.204,0,0.250705720349373,0.159358859745895,-0.109717533325103,0.491550636356878,0.115669084142099,FALSE,0.250705720349373
"gestimation",0.2,0.3,100,0.75,0.204,0,-0.308901329213246,0.434337579448348,-1.45155219005048,0.280653267319924,0.47695967705586,FALSE,-0.308901329213246
"standard",0.2,0.3,100,0.75,0.204,0,-0.0267110923950622,0.160508093777054,-0.363421561481747,0.304971793811088,0.867829693840894,FALSE,-0.0267110923950622
"gestimation",0.2,0.3,100,0.75,0.204,0,-0.0929779782410276,0.31431792705948,-0.639951825840076,0.431798868147897,0.767376176481516,FALSE,-0.0929779782410276
"standard",0.2,0.3,100,0.75,0.204,0,0.295823325829246,0.134013151477824,0.0597263529581794,0.554674179428906,0.0272847225736878,TRUE,0.295823325829246
"gestimation",0.2,0.3,100,0.75,0.204,0,-0.483485346041635,1.97014068940363,-4.01159099240937,3.08009181266839,0.806141690724765,FALSE,-0.483485346041635
"standard",0.2,0.3,100,0.75,0.204,0,0.204149855501351,0.153120167291053,-0.0681502246274449,0.475973941571731,0.182444650241992,FALSE,0.204149855501351
"gestimation",0.2,0.3,100,0.75,0.204,0,-0.0971189561729258,0.551172259309209,-0.838655292050096,0.573506754509555,0.860133394211715,FALSE,-0.0971189561729258
"standard",0.2,0.3,100,0.75,0.204,0,0.277754428167476,0.125983964949387,0.0674952626104653,0.492173818369625,0.0274765016239887,TRUE,0.277754428167476
"gestimation",0.2,0.3,100,0.75,0.204,0,0.036514402162561,0.33784392411865,-0.668292702576528,0.536624019414258,0.913931690889624,FALSE,0.036514402162561
"standard",0.2,0.3,100,0.75,0.204,0,0.10200103286337,0.19405826014182,-0.256990611048766,0.431909244766691,0.5991517917135,FALSE,0.10200103286337
"gestimation",0.2,0.3,100,0.75,0.204,0,0.547834439729041,0.300228223119415,0.0546196454555086,1.14157536150857,0.0680422895896378,TRUE,0.547834439729041
"standard",0.2,0.3,100,0.75,0.204,0,0.0879506515975895,0.167070616342351,-0.234645249194701,0.373932045919727,0.598590860594856,FALSE,0.0879506515975895
"gestimation",0.2,0.3,100,0.75,0.204,0,0.127270744575661,0.282561218461021,-0.442828049496637,0.61035641702229,0.652408849790411,FALSE,0.127270744575661
"standard",0.2,0.3,100,0.75,0.204,0,0.0280425999098888,0.122661951431358,-0.166938695373638,0.302189740325911,0.819166657529428,FALSE,0.0280425999098888
"gestimation",0.2,0.3,100,0.75,0.204,0,-0.548273791188733,0.748882819101698,-1.54559865057027,0.115543243791002,0.464093940785232,FALSE,-0.548273791188733
"standard",0.2,0.3,100,0.75,0.204,0,0.276083789084832,0.1309135807974,0.0690781954694356,0.544574383726696,0.0349531228509783,TRUE,0.276083789084832
"gestimation",0.2,0.3,100,0.75,0.204,0,0.373870859930986,0.308185834172639,-0.106715526175695,0.935420348891247,0.22507841138127,FALSE,0.373870859930986
"standard",0.2,0.3,100,0.75,0.204,0,0.0326042348817174,0.136619528770333,-0.199914705383631,0.330558600992853,0.811377079594997,FALSE,0.0326042348817174
"gestimation",0.2,0.3,100,0.75,0.204,0,-0.316718212266577,0.356961588601192,-1.19507439088681,0.247322442435726,0.374938222267737,FALSE,-0.316718212266577
"standard",0.2,0.3,100,0.75,0.204,0,-0.00451284657109312,0.162529333059642,-0.286008644826318,0.364167171063706,0.977848503319168,FALSE,-0.00451284657109312
"gestimation",0.2,0.3,100,0.75,0.204,0,-0.00355603298361241,0.333778956063234,-0.675752316291228,0.646096678063979,0.991499613471208,FALSE,-0.00355603298361241
"standard",0.2,0.3,100,0.75,0.204,0,0.0254262342668158,0.149033468515246,-0.262618891737597,0.305040580171573,0.864532364434773,FALSE,0.0254262342668158
"gestimation",0.2,0.3,100,0.75,0.204,0,-0.253467598539847,0.373656590587731,-1.04790957715104,0.521311502236541,0.497553789526168,FALSE,-0.253467598539847
"standard",0.2,0.3,100,0.75,0.204,0,0.107977400205565,0.195778040549255,-0.302060466935468,0.477425365236125,0.581270625976891,FALSE,0.107977400205565
"gestimation",0.2,0.3,100,0.75,0.204,0,0.404602637477208,0.270689914647723,-0.0256951199176063,0.848740341320378,0.134990418078765,FALSE,0.404602637477208
"standard",0.2,0.3,100,0.75,0.204,0,-0.185285046875569,0.178221447227345,-0.572887424316936,0.144618807034846,0.298510050557618,FALSE,-0.185285046875569
"gestimation",0.2,0.3,100,0.75,0.204,0,0.240201593028827,0.42541572885533,-0.56841641469109,1.10765158889214,0.572326878762897,FALSE,0.240201593028827
"standard",0.2,0.3,100,0.75,0.204,0,0.167530502946198,0.157848481058462,-0.104752990795944,0.466313076978256,0.288536576196611,FALSE,0.167530502946198
"gestimation",0.2,0.3,100,0.75,0.204,0,0.132622346061971,0.29325910193402,-0.42524389776581,0.65060690207456,0.651098920105709,FALSE,0.132622346061971
"standard",0.2,0.3,100,0.75,0.204,0,0.253168333223567,0.161828233429191,-0.0218657674251441,0.509306040033501,0.117717504640662,FALSE,0.253168333223567
"gestimation",0.2,0.3,100,0.75,0.204,0,0.00550613758801844,0.683949492545732,-1.40252438264345,1.27362290610816,0.993576697161875,FALSE,0.00550613758801844
"standard",0.2,0.3,100,0.75,0.204,0,0.127688671513663,0.189292711144224,-0.207104832774333,0.461940722064762,0.499957434182778,FALSE,0.127688671513663
"gestimation",0.2,0.3,100,0.75,0.204,0,0.254333701636652,0.443059750786003,-0.564720810372418,1.15240091160989,0.565941218870599,FALSE,0.254333701636652
"standard",0.2,0.3,100,0.75,0.204,0,0.0994411250906363,0.146442706922101,-0.172675440839875,0.359632042288693,0.49710962149999,FALSE,0.0994411250906363
"gestimation",0.2,0.3,100,0.75,0.204,0,0.144964209177893,0.275193699435829,-0.396314936028171,0.704922664477142,0.598352247954941,FALSE,0.144964209177893
"standard",0.2,0.3,100,0.75,0.204,0,0.233598972866434,0.121800762220372,-0.0217270521315274,0.445791811307013,0.0551265130093259,FALSE,0.233598972866434
"gestimation",0.2,0.3,100,0.75,0.204,0,-0.15413129954599,0.362676319425243,-0.886655952057973,0.482506696359458,0.670849008639641,FALSE,-0.15413129954599
"standard",0.2,0.3,100,0.75,0.204,0,0.0735799009647694,0.178363502849862,-0.214538345853217,0.465622834640135,0.679952618842716,FALSE,0.0735799009647694
"gestimation",0.2,0.3,100,0.75,0.204,0,-0.335009159407277,0.390678787532821,-1.21925143792152,0.2651559540783,0.391165646686841,FALSE,-0.335009159407277
"standard",0.2,0.3,100,0.75,0.204,0,-0.00160979672356972,0.126767560015471,-0.236805636436978,0.326114425549495,0.98986809061196,FALSE,-0.00160979672356972
"gestimation",0.2,0.3,100,0.75,0.204,0,-0.591597361456874,0.561664108932389,-1.68026283067253,0.0374890009835871,0.29220632873176,FALSE,-0.591597361456874
"standard",0.2,0.3,100,0.75,0.204,0,0.212935079918493,0.192996430485813,-0.148288188989768,0.596753480921016,0.269892142087246,FALSE,0.212935079918493
"gestimation",0.2,0.3,100,0.75,0.204,0,-0.0226103404920192,0.378141969579908,-0.55372896694569,0.68981208553005,0.952320295003637,FALSE,-0.0226103404920192
"standard",0.2,0.3,100,0.75,0.204,0,0.171807341967419,0.177005610804231,-0.18277211622293,0.499988322750578,0.331731475043768,FALSE,0.171807341967419
"gestimation",0.2,0.3,100,0.75,0.204,0,-0.154696148139519,0.642963190033639,-1.36961754204464,0.992756551614358,0.809866109052763,FALSE,-0.154696148139519
"standard",0.2,0.3,100,0.75,0.204,0,0.019998302967358,0.192426336040383,-0.261646563487699,0.358500814923913,0.917227234272684,FALSE,0.019998302967358
"gestimation",0.2,0.3,100,0.75,0.204,0,-0.223744644569876,0.38818024367177,-0.963382689477292,0.521017087542915,0.564349105833059,FALSE,-0.223744644569876
"standard",0.2,0.3,100,0.75,0.204,0,0.365979255518504,0.113177720529105,0.130016451415027,0.588265516344292,0.00122211122427618,TRUE,0.365979255518504
"gestimation",0.2,0.3,100,0.75,0.204,0,0.296179647615487,0.860228833588356,-2.00211565639408,1.76776223857143,0.73061818404382,FALSE,0.296179647615487
"standard",0.2,0.3,100,0.75,0.204,0,0.484137116595067,0.11233287934753,0.221432958574153,0.656421848990154,1.63370205337526e-05,TRUE,0.484137116595067
"gestimation",0.2,0.3,100,0.75,0.204,0,0.203836755509147,0.375292875858545,-0.666756758522575,0.908136282442562,0.587033078220533,FALSE,0.203836755509147
"standard",0.2,0.3,100,0.75,0.204,0,0.42019412225905,0.158619879944621,0.0208928592955981,0.668540135365634,0.00807151824151045,TRUE,0.42019412225905
"gestimation",0.2,0.3,100,0.75,0.204,0,-0.050734450533795,0.459585906912395,-1.0816187604211,0.60748437203474,0.912098768170632,FALSE,-0.050734450533795
"standard",0.2,0.3,100,0.75,0.204,0,0.33926973699753,0.157366903689273,0.00622852586335467,0.587540933135723,0.0310902688158359,TRUE,0.33926973699753
"gestimation",0.2,0.3,100,0.75,0.204,0,0.29475840866515,0.289184260244055,-0.257403140436332,0.859349545440022,0.308072229304011,FALSE,0.29475840866515
"standard",0.2,0.3,100,0.75,0.204,0,0.269670276904286,0.178185071995313,-0.0675022585429444,0.545663894248557,0.130170977478133,FALSE,0.269670276904286
"gestimation",0.2,0.3,100,0.75,0.204,0,0.517576177118366,0.341270060375285,-0.0309413141728502,1.29428677806419,0.129363261245563,FALSE,0.517576177118366
"standard",0.2,0.3,100,0.75,0.204,0,0.102880935945121,0.167539018457678,-0.195917638237454,0.444431716932185,0.539168082034438,FALSE,0.102880935945121
"gestimation",0.2,0.3,100,0.75,0.204,0,-0.164687752045331,0.785689466844858,-1.82442335670623,1.18573862903846,0.833972687218495,FALSE,-0.164687752045331
"standard",0.2,0.3,100,0.75,0.204,0,0.230049245213302,0.175774937447612,-0.122103845087998,0.563230815834657,0.190611731541677,FALSE,0.230049245213302
"gestimation",0.2,0.3,100,0.75,0.204,0,0.0593208526037504,0.34195017101511,-0.47153617821454,0.80147899439973,0.862275671261082,FALSE,0.0593208526037504
"standard",0.2,0.3,100,0.75,0.204,0,0.295859235413112,0.164790363810071,-0.056735426643265,0.544932387365397,0.0725951941343553,FALSE,0.295859235413112
"gestimation",0.2,0.3,100,0.75,0.204,0,-0.386558099599037,1.0307291562242,-3.06229609776404,1.23038621680504,0.707635453967412,FALSE,-0.386558099599037
"standard",0.2,0.3,100,0.75,0.204,0,0.229527191817085,0.143362009054194,-0.0183131025296243,0.515940790944992,0.109369788896222,FALSE,0.229527191817085
"gestimation",0.2,0.3,100,0.75,0.204,0,0.00312188082545583,0.237928936697454,-0.569320184143799,0.394633925657352,0.989531205936889,FALSE,0.00312188082545583
"standard",0.2,0.3,100,0.75,0.204,0,0.313424196658948,0.242827304076048,-0.113741925300559,0.785053414825809,0.196797731739293,FALSE,0.313424196658948
"gestimation",0.2,0.3,100,0.75,0.204,0,0.364751684687269,0.675434027362473,-0.559804784799541,1.61188151957969,0.589179358676279,FALSE,0.364751684687269
"standard",0.2,0.3,100,0.75,0.204,0,0.00962222575797536,0.141155040846409,-0.258825891076378,0.336436694093034,0.945652075194198,FALSE,0.00962222575797536
"gestimation",0.2,0.3,100,0.75,0.204,0,0.0244884662339855,0.249908881869205,-0.423940399517925,0.497426696858395,0.921940567942726,FALSE,0.0244884662339855
"standard",0.2,0.3,100,0.75,0.204,0,0.539519833412912,0.105246023432835,0.280850396973206,0.682400963826972,2.95534213926732e-07,TRUE,0.539519833412912
"gestimation",0.2,0.3,100,0.75,0.204,0,0.339343085485609,0.448064294279303,-0.548284649026375,1.19730021847897,0.448838074571944,FALSE,0.339343085485609
"standard",0.2,0.3,100,0.75,0.204,0,0.352904612990265,0.149319607414542,0.0542597372765524,0.631559653810571,0.0181072447520411,TRUE,0.352904612990265
"gestimation",0.2,0.3,100,0.75,0.204,0,0.504245142210902,0.801173763714869,-0.986901084345051,1.85422004258614,0.529098348620941,FALSE,0.504245142210902
"standard",0.2,0.3,100,0.75,0.204,0,-0.106118751352266,0.139003038600884,-0.342927094077921,0.16660827069079,0.445208445609193,FALSE,-0.106118751352266
"gestimation",0.2,0.3,100,0.75,0.204,0,-0.164946039791347,0.18009623410736,-0.499012313866085,0.20251599482918,0.359731291468051,FALSE,-0.164946039791347
"standard",0.2,0.3,100,0.75,0.204,0,0.266588816858239,0.123154586583661,0.010049349151553,0.488347404396525,0.0304131042886981,TRUE,0.266588816858239
"gestimation",0.2,0.3,100,0.75,0.204,0,-0.332907690053039,0.589433426695569,-1.78123509727475,0.524649817878359,0.572214780377709,FALSE,-0.332907690053039
"standard",0.2,0.3,100,0.75,0.204,0,0.0511877549832803,0.146373935843162,-0.175700614416822,0.319004841885026,0.726559804760554,FALSE,0.0511877549832803
"gestimation",0.2,0.3,100,0.75,0.204,0,-0.591618977669916,0.701346363273662,-2.27523920801817,0.445714716728289,0.398922306954684,FALSE,-0.591618977669916
"standard",0.2,0.3,100,0.75,0.204,0,0.196821939177268,0.158168385031246,-0.0918639470000027,0.485170174631348,0.213358893099982,FALSE,0.196821939177268
"gestimation",0.2,0.3,100,0.75,0.204,0,0.3509496149554,0.232382553012287,-0.063489906374544,0.784721721515041,0.130986379626926,FALSE,0.3509496149554
"standard",0.2,0.3,100,0.75,0.204,0,0.246403364936464,0.177893306537333,-0.0710164431574095,0.563612771829913,0.166016141366286,FALSE,0.246403364936464
"gestimation",0.2,0.3,100,0.75,0.204,0,-0.226308562282979,0.406755237331326,-1.12684397222965,0.492066662973301,0.577954328826715,FALSE,-0.226308562282979
"standard",0.2,0.3,100,0.75,0.204,0,0.23738485973899,0.147154906816365,-0.0133632380219167,0.504447079123302,0.106709086627711,FALSE,0.23738485973899
"gestimation",0.2,0.3,100,0.75,0.204,0,-0.35079915297237,0.447518755991545,-1.49914219832774,0.449183839706431,0.433112951432155,FALSE,-0.35079915297237
"standard",0.2,0.3,100,0.75,0.204,0,0.120136962412329,0.154935857903034,-0.151481577079545,0.405923048126938,0.438104485818177,FALSE,0.120136962412329
"gestimation",0.2,0.3,100,0.75,0.204,0,-0.475592244365433,0.751038213311134,-2.11521685810776,0.567245561245735,0.526572749942935,FALSE,-0.475592244365433
"standard",0.2,0.3,100,0.75,0.204,0,0.00427735190711848,0.122323055160574,-0.221560447436066,0.233020160467694,0.97210552278227,FALSE,0.00427735190711848
"gestimation",0.2,0.3,100,0.75,0.204,0,0.318579537585497,0.480464971384147,-0.51808752425556,1.31709606766259,0.507288883608718,FALSE,0.318579537585497
"standard",0.2,0.3,100,0.75,0.204,0,0.240874202764085,0.192370217617005,-0.14589877571311,0.58616223170025,0.210519311896604,FALSE,0.240874202764085
"gestimation",0.2,0.3,100,0.75,0.204,0,-0.216391894810851,0.75737704608126,-1.36911206654561,0.711951918532837,0.775098526681209,FALSE,-0.216391894810851
"standard",0.2,0.3,100,0.75,0.204,0,0.212915789614491,0.145307311905369,-0.0405119016179029,0.504035838459118,0.142844744229007,FALSE,0.212915789614491
"gestimation",0.2,0.3,100,0.75,0.204,0,0.453088087825465,0.350201611653842,-0.160586831097276,1.41654732422717,0.195737233062033,FALSE,0.453088087825465
"standard",0.2,0.3,100,0.75,0.204,0,0.261720793827637,0.125674937238998,0.001568991298077,0.478329742820561,0.0372948357176893,TRUE,0.261720793827637
"gestimation",0.2,0.3,100,0.75,0.204,0,0.210932176691391,0.334841829903282,-0.469828102288186,0.825695189693319,0.528730100217942,FALSE,0.210932176691391
"standard",0.2,0.3,100,0.75,0.204,0,0.287166378015309,0.131226482003718,0.0282756845749561,0.514384877128401,0.0286458334948269,TRUE,0.287166378015309
"gestimation",0.2,0.3,100,0.75,0.204,0,0.143678197600298,0.248920061238178,-0.404178826282157,0.496326493510703,0.56380018296969,FALSE,0.143678197600298
"standard",0.2,0.3,100,0.75,0.204,0,0.0860933932608554,0.184221139918161,-0.305216709036716,0.411265984184677,0.640258639448698,FALSE,0.0860933932608554
"gestimation",0.2,0.3,100,0.75,0.204,0,-0.197316291132682,0.464917512306575,-1.03080237224198,0.622606212414049,0.671265810020673,FALSE,-0.197316291132682
"standard",0.2,0.3,100,0.75,0.204,0,0.25890955741601,0.175231422471247,-0.0920341002028645,0.551236723488097,0.139533815640977,FALSE,0.25890955741601
"gestimation",0.2,0.3,100,0.75,0.204,0,-0.289757557080333,0.40021569952394,-1.05331222311776,0.469362326721256,0.469063601870078,FALSE,-0.289757557080333
"standard",0.2,0.3,100,0.75,0.204,0,0.150296541348274,0.137019260607566,-0.0973889457064398,0.403600185967295,0.272684743776972,FALSE,0.150296541348274
"gestimation",0.2,0.3,100,0.75,0.204,0,-0.235105502691462,1.1151498409812,-1.85901078769668,2.01584933215709,0.833021004488212,FALSE,-0.235105502691462
"standard",0.2,0.3,100,0.75,0.204,0,0.259229720202452,0.122846472741077,0.00418490485931967,0.461209309220553,0.03484176793261,TRUE,0.259229720202452
"gestimation",0.2,0.3,100,0.75,0.204,0,-0.314097112112974,0.284543619742955,-0.866678342743952,0.124541594661074,0.269652665074336,FALSE,-0.314097112112974
"standard",0.2,0.3,100,0.75,0.204,0,0.00547372041539438,0.138887184783206,-0.260079568114143,0.244082120515545,0.968562494292368,FALSE,0.00547372041539438
"gestimation",0.2,0.3,100,0.75,0.204,0,-0.622452423853777,0.369890587009197,-1.46378192877327,0.0615103546003904,0.0924135302250965,FALSE,-0.622452423853777
"standard",0.2,0.3,100,0.75,0.204,0,0.342635503042558,0.147752910925168,0.0545293243737534,0.609389298450508,0.0203963198232855,TRUE,0.342635503042558
"gestimation",0.2,0.3,100,0.75,0.204,0,0.220230146690116,0.334639270573085,-0.344218042569673,0.982826548159314,0.510466113576146,FALSE,0.220230146690116
"standard",0.2,0.3,100,0.75,0.204,0,0.22179913981235,0.161114343456108,-0.0562731249445297,0.497013808109121,0.168618412953084,FALSE,0.22179913981235
"gestimation",0.2,0.3,100,0.75,0.204,0,-0.317905816839274,0.537929152860459,-1.54073497765455,0.424201187507314,0.554533266013944,FALSE,-0.317905816839274
"standard",0.2,0.3,100,0.75,0.204,0,-0.0592754837373095,0.173364525669894,-0.325307233520998,0.269873256942968,0.732416805900895,FALSE,-0.0592754837373095
"gestimation",0.2,0.3,100,0.75,0.204,0,-1.02792870112129,1.23291915957539,-4.92156609516473,0.277532116805015,0.404429944048841,FALSE,-1.02792870112129
"standard",0.2,0.6,100,0.75,0.204,0,0.593405080729353,0.109449257429944,0.355724035555726,0.801701347646392,5.90227007445983e-08,TRUE,0.593405080729353
"gestimation",0.2,0.6,100,0.75,0.204,0,-0.177433609557334,0.27916181115674,-0.777484834228971,0.238562993551437,0.52504099396823,FALSE,-0.177433609557334
"standard",0.2,0.6,100,0.75,0.204,0,0.65710565661014,0.0935734812277539,0.447452659826385,0.822308232016928,2.18168499337443e-12,TRUE,0.65710565661014
"gestimation",0.2,0.6,100,0.75,0.204,0,0.485549343605953,0.337661391525398,-0.120375542615118,1.29333176718387,0.150440555959552,FALSE,0.485549343605953
"standard",0.2,0.6,100,0.75,0.204,0,0.542509620992171,0.129663739065657,0.267738429014138,0.781819093110791,2.86457782368172e-05,TRUE,0.542509620992171
"gestimation",0.2,0.6,100,0.75,0.204,0,-0.133872612054315,0.370757045518333,-0.85763291036866,0.555190488589404,0.718040333231007,FALSE,-0.133872612054315
"standard",0.2,0.6,100,0.75,0.204,0,0.568696149435176,0.116809572786814,0.311748169885673,0.768173567690126,1.1240594127634e-06,TRUE,0.568696149435176
"gestimation",0.2,0.6,100,0.75,0.204,0,-0.0453534415143915,0.269811738869103,-0.636981921735066,0.421394442925632,0.866510183562873,FALSE,-0.0453534415143915
"standard",0.2,0.6,100,0.75,0.204,0,0.68841980190412,0.140267585570987,0.431849738920011,0.951893437643729,9.20550335357698e-07,TRUE,0.68841980190412
"gestimation",0.2,0.6,100,0.75,0.204,0,0.527500040811626,0.363238809069956,-0.0783993427238921,1.31318096567931,0.146442450183987,FALSE,0.527500040811626
"standard",0.2,0.6,100,0.75,0.204,0,0.606821588331769,0.0584442149421296,0.494721909715885,0.706776896496639,2.96564156333141e-25,TRUE,0.606821588331769
"gestimation",0.2,0.6,100,0.75,0.204,0,0.713036788350388,0.57192681864518,-0.292200889669903,1.83594377678449,0.21249749882127,FALSE,0.713036788350388
"standard",0.2,0.6,100,0.75,0.204,0,0.545712372697855,0.0764067533264603,0.388134237829028,0.683221787608548,9.18483059340345e-13,TRUE,0.545712372697855
"gestimation",0.2,0.6,100,0.75,0.204,0,0.130029870541613,0.292727783564137,-0.46057550161993,0.634257526703984,0.656897525293745,FALSE,0.130029870541613
"standard",0.2,0.6,100,0.75,0.204,0,0.683104598221798,0.113511760876528,0.498255020394685,0.942152718520197,1.76673403050484e-09,TRUE,0.683104598221798
"gestimation",0.2,0.6,100,0.75,0.204,0,0.25110047838494,0.568288283519141,-0.945498457841874,1.06899334855168,0.658594824911742,FALSE,0.25110047838494
"standard",0.2,0.6,100,0.75,0.204,0,0.568705637895528,0.108528800808122,0.34920425048486,0.758235662527949,1.60458604446259e-07,TRUE,0.568705637895528
"gestimation",0.2,0.6,100,0.75,0.204,0,0.0930790401291356,0.616773766675021,-1.15621901148113,1.070781706972,0.880044523613871,FALSE,0.0930790401291356
"standard",0.2,0.6,100,0.75,0.204,0,0.532905729377977,0.117392532147417,0.317829891906167,0.718472673231876,5.638247386189e-06,TRUE,0.532905729377977
"gestimation",0.2,0.6,100,0.75,0.204,0,0.27218186204696,0.19813501200982,-0.0569834550401642,0.632938708493294,0.169528886630951,FALSE,0.27218186204696
"standard",0.2,0.6,100,0.75,0.204,0,0.701623542880612,0.104510944513764,0.505305319844015,0.897863282961511,1.90143836181327e-11,TRUE,0.701623542880612
"gestimation",0.2,0.6,100,0.75,0.204,0,-0.0418582975407342,0.330939897748272,-0.616221333032109,0.527567384337991,0.899349541732893,FALSE,-0.0418582975407342
"standard",0.2,0.6,100,0.75,0.204,0,0.538492440985185,0.120695562647323,0.286251674209962,0.739641016205651,8.13590332191132e-06,TRUE,0.538492440985185
"gestimation",0.2,0.6,100,0.75,0.204,0,-0.0647100568226847,1.42477043283499,-3.487579132295,2.80298439474723,0.963774227121287,FALSE,-0.0647100568226847
"standard",0.2,0.6,100,0.75,0.204,0,0.352199038011021,0.127459779326712,0.0870908275417409,0.567903807496744,0.00572346886910719,TRUE,0.352199038011021
"gestimation",0.2,0.6,100,0.75,0.204,0,0.112545866742223,0.354929903350044,-0.54587908543035,0.779789244717279,0.751172867552131,FALSE,0.112545866742223
"standard",0.2,0.6,100,0.75,0.204,0,0.596803112543259,0.101956143519399,0.355633730714457,0.750910693353066,4.81253991373391e-09,TRUE,0.596803112543259
"gestimation",0.2,0.6,100,0.75,0.204,0,-0.305410412531864,0.273724448259681,-0.903822577742031,0.127961012991198,0.264525470995467,FALSE,-0.305410412531864
"standard",0.2,0.6,100,0.75,0.204,0,0.690905257434382,0.0984171314055652,0.490067692556903,0.864890823828501,2.21594199554006e-12,TRUE,0.690905257434382
"gestimation",0.2,0.6,100,0.75,0.204,0,-0.411118523563546,0.483302511095518,-1.51997202626436,0.321509168820334,0.394966976092238,FALSE,-0.411118523563546
"standard",0.2,0.6,100,0.75,0.204,0,0.665505115643246,0.0931014341623892,0.520198744242693,0.864218598556662,8.79407324048896e-13,TRUE,0.665505115643246
"gestimation",0.2,0.6,100,0.75,0.204,0,0.243363500101282,1.62096481616188,-2.04288169946502,3.64882659743985,0.880658132506881,FALSE,0.243363500101282
"standard",0.2,0.6,100,0.75,0.204,0,0.729262395086188,0.0948375462956283,0.556477313380427,0.903264440217641,1.47600612974368e-14,TRUE,0.729262395086188
"gestimation",0.2,0.6,100,0.75,0.204,0,0.0484684041361053,0.474412809569372,-0.924745099823713,0.669061345446045,0.918625675769549,FALSE,0.0484684041361053
"standard",0.2,0.6,100,0.75,0.204,0,0.499090627566128,0.114480206274292,0.258316752372293,0.682807527897521,1.30286252548123e-05,TRUE,0.499090627566128
"gestimation",0.2,0.6,100,0.75,0.204,0,-0.158401262769885,0.374731205779732,-1.06019479611145,0.460560149244693,0.672509517088965,FALSE,-0.158401262769885
"standard",0.2,0.6,100,0.75,0.204,0,0.603618739622351,0.148167234547814,0.246845824655434,0.843918020640827,4.6232013674391e-05,TRUE,0.603618739622351
"gestimation",0.2,0.6,100,0.75,0.204,0,-0.29965279197881,0.404614390288292,-1.15323892222735,0.374158816040934,0.458942941538902,FALSE,-0.29965279197881
"standard",0.2,0.6,100,0.75,0.204,0,0.502788537763492,0.120127399849919,0.25606368393622,0.708876225560361,2.84588027447174e-05,TRUE,0.502788537763492
"gestimation",0.2,0.6,100,0.75,0.204,0,0.128701220405644,0.264171315016539,-0.305205804910157,0.638985999375239,0.626124771092868,FALSE,0.128701220405644
"standard",0.2,0.6,100,0.75,0.204,0,0.664062607322316,0.0811920906852461,0.489801571013607,0.801465242863499,2.8642864187297e-16,TRUE,0.664062607322316
"gestimation",0.2,0.6,100,0.75,0.204,0,-0.469119429268518,0.771151582699912,-2.05764989652881,0.389002925169906,0.542964511503398,FALSE,-0.469119429268518
"standard",0.2,0.6,100,0.75,0.204,0,0.67626350213885,0.127014114639322,0.415161948128433,0.870128091891458,1.01332653119897e-07,TRUE,0.67626350213885
"gestimation",0.2,0.6,100,0.75,0.204,0,0.57864936444903,0.260718560688416,-0.0329668472584442,0.96563771924398,0.0264567626451853,FALSE,0.57864936444903
"standard",0.2,0.6,100,0.75,0.204,0,0.683412256749042,0.0752716125773966,0.561770330734215,0.855523860370334,1.09292633435047e-19,TRUE,0.683412256749042
"gestimation",0.2,0.6,100,0.75,0.204,0,0.080836387585725,0.438358357771557,-0.795725119967489,0.69860834309292,0.853694110956497,FALSE,0.080836387585725
"standard",0.2,0.6,100,0.75,0.204,0,0.603376004417732,0.0972495801257909,0.40618639219735,0.773332349431852,5.49034257811432e-10,TRUE,0.603376004417732
